コード,会社名,会社名（カナ）,会社名（英語）,銘柄名,所在地,連結の有無,市場,33業種コード,33業種区分,17業種コード,17業種区分,決算日,総資産（百万）,売上高（百万）
9044,南海電気鉄道株式会社,ナンカイデンキテツドウカブシキガイシャ,,南海電気鉄道,大阪市中央区難波五丁目１番６０号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,962229,190813
9045,京阪ホールディングス株式会社,ケイハンホールディングスカブシキガイシャ,"Keihan Holdings Co.,Ltd.",京阪ホールディングス,枚方市岡東町１７３番地の１,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,764247,253419
9046,神戸電鉄株式会社,コウベデンテツカブシキカイシャ,"Kobe Electric Railway Co.,Ltd.",神戸電鉄,神戸市兵庫区新開地１丁目３番２４号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,92894,20231
9048,名古屋鉄道株式会社,ナゴヤテツドウカブシキガイシャ,,名古屋鉄道,名古屋市中村区名駅一丁目２番４号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,1191131,481645
9049,京福電気鉄道株式会社,ケイフクデンキテツドウカブシキガイシャ,"Keifuku Electric Railroad Co.,Ltd.",京福電気鉄道,京都市中京区壬生賀陽御所町３番地の２０,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,20750,10448
9051,センコン物流株式会社,センコンブツリュウカブシキガイシャ,"SENKON LOGISTICS CO., LTD.",センコン物流,名取市下余田字中荷６７２番地の１,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,18173,16071
9052,山陽電気鉄道株式会社,サンヨウデンキテツドウカブシキガイシャ,"Sanyo Electric Railway Co.,Ltd.",山陽電気鉄道,神戸市長田区御屋敷通３丁目１番１号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,99605,43490
9055,株式会社アルプス物流,カブシキガイシャアルプスブツリュウ,"ALPS LOGISTICS CO.,LTD.",アルプス物流,横浜市港北区新羽町１７５６,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,84699,100562
9057,遠州トラック株式会社,エンシュウトラックカブシキガイシャ,"ENSHU TRUCK CO.,LTD.",遠州トラック,袋井市木原６２７番地の３,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,29783,39540
9058,トランコム株式会社,トランコムカブシキガイシャ,"TRANCOM CO., LTD.",トランコム,名古屋市東区葵一丁目１９番３０号,有,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,3月31日,65613,152285
9059,カンダホールディングス株式会社,カンダホールディングスカブシキガイシャ,"Kanda Holdings Co.,Ltd",カンダホールディングス,千代田区神田三崎町三丁目２番４号,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,40831,44035
9060,日本ロジテム株式会社,ニホンロジテムカブシキガイシャ,JAPAN LOGISTIC SYSTEMS CORP.,日本ロジテム,品川区荏原１－１９－１７,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,42167,53963
9063,岡山県貨物運送株式会社,オカヤマケンカモツウンソウカブシキガイシャ,"Okayamaken Freight Transportation Co.,Ltd",岡山県貨物運送,岡山市北区清心町４番３１号,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,42180,39499
9064,ヤマトホールディングス株式会社,ヤマトホールディングスカブシキガイシャ,"YAMATO HOLDINGS CO.,LTD.",ヤマトホールディングス,中央区銀座二丁目１６番１０号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,1089991,1695867
9065,山九株式会社,サンキュウカブシキガイシャ,SANKYU INC.,山九,北九州市門司区港町６番７号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,456830,533870
9066,株式会社日新,カブシキガイシャニッシン,NISSIN CORPORATION,日新,横浜市中区尾上町六丁目８１番地,有,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,3月31日,132973,155915
9067,株式会社丸運,カブシキガイシャマルウン,MARUWN CORPORATION,丸運,中央区日本橋小網町７番２号,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,41055,47270
9068,丸全昭和運輸株式会社,マルゼンショウワウンユカブシキガイシャ,"Maruzen Showa Unyu Co,.Ltd.",丸全昭和運輸,横浜市中区南仲通二丁目１５番地,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,157922,121136
9069,センコーグループホールディングス株式会社,センコーグループホールディングスカブシキガイシャ,"SENKO Group Holdings Co.,Ltd.",センコーグループホールディングス,東京都江東区潮見二丁目８番１０号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,436066,572405
9070,トナミホールディングス株式会社,トナミホールディングスカブシキガイシャ,"Tonami Holdings Co.,Ltd.",トナミホールディングス,高岡市昭和町３丁目２番１２号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,150777,134695
9072,ニッコンホールディングス株式会社,ニッコンホールディングスカブシキガイシヤ,"NIKKON Holdings Co.,Ltd.",ニッコンホールディングス,中央区明石町６番１７号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,322139,182536
9073,京極運輸商事株式会社,キョウゴクウンユショウジカブシキガイシャ,"Kyogoku unyu shoji Co., Ltd.",京極運輸商事,中央区日本橋浜町一丁目２番１号,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,7928,8698
9074,日本石油輸送株式会社,ニホンセキユユソウカブシキガイシャ,"Japan Oil Transportation Co., Ltd.",日本石油輸送,品川区大崎一丁目１１番１号,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,35396,32341
9075,福山通運株式会社,フクヤマツウウンカブシキガイシャ,"FUKUYAMA TRANSPORTING CO., LTD.",福山通運,福山市東深津町四丁目２０番１号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,471923,285518
9076,セイノーホールディングス株式会社,セイノーホールディングスカブシキガイシャ,"SEINO HOLDINGS CO.,LTD.",セイノーホールディングス,大垣市田口町１番地,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,672247,592046
9078,株式会社エスライン,カブシキガイシャエスライン,"S LINE  CO.,LTD.",エスライン,羽島郡岐南町平成四丁目６８番地,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,40808,47782
9081,神奈川中央交通株式会社,カナガワチュウオウコウツウカブシキガイシャ,"Kanagawa Chuo Kotsu Co., Ltd.",神奈川中央交通,平塚市八重咲町６番１８号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,159058,90915
9082,大和自動車交通株式会社,ダイワジドウシャコウツウカブシキカイシャ,"Daiwa Motor Transportation Co.,Ltd",大和自動車交通,江東区猿江二丁目１６番３１号,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,29449,11533
9083,神姫バス株式会社,シンキバスカブシキガイシャ,"Shinki Bus Co.,Ltd.",神姫バス,姫路市西駅前町１番地,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,57142,35669
9086,株式会社日立物流,カブシキガイシャヒタチブツリュウ,"Hitachi Transport System,Ltd.",日立物流,中央区京橋二丁目９番２号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,787936,652380
9087,タカセ株式会社,タカセカブシキガイシャ,TAKASE CORPORATION,タカセ,港区新橋一丁目１０番９号,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,3月31日,10141,7520
9090,ＡＺ－ＣＯＭ丸和ホールディングス株式会社,アズコムマルワホールディングスカブシキガイシャ,AZ-COM MARUWA Holdings Inc.,ＡＺ－ＣＯＭ丸和ホールディングス,吉川市旭７番地１,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月末日,73191,112113
9099,株式会社Ｃ＆Ｆロジホールディングス,カブシキガイシャシーアンドエフロジホールディングス,"Chilled & Frozen Logistics Holdings Co.,Ltd.",Ｃ＆Ｆロジホールディングス,新宿区若松町３３番８号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月末日,85059,110449
9101,日本郵船株式会社,ニッポンユウセンカブシキカイシャ,,日本郵船,千代田区丸の内二丁目３番２号,有,プライム（内国株式）,5100,海運業,12,運輸・物流,3月31日,2125480,1608414
9104,株式会社商船三井,カブシキガイシャショウセンミツイ,"Mitsui O.S.K. Lines, Ltd.",商船三井,港区虎ノ門二丁目１番１号,有,プライム（内国株式）,5100,海運業,12,運輸・物流,3月31日,2095559,991426
9107,川崎汽船株式会社,カワサキキセンカブシキカイシャ,"Kawasaki Kisen Kaisha, Ltd.",川崎汽船,神戸市中央区海岸通８番,有,プライム（内国株式）,5100,海運業,12,運輸・物流,3月31日,974608,625486
9110,ＮＳユナイテッド海運株式会社,エヌエスユナイテッドカイウンカブシキガイシャ,"NS UNITED KAIUN KAISHA, LTD.",ＮＳユナイテッド海運,千代田区大手町一丁目５番１号,有,プライム（内国株式）,5100,海運業,12,運輸・物流,3月31日,270760,138454
9115,明治海運株式会社,メイジカイウンカブシキガイシャ,"MEIJI SHIPPING CO.,LTD.",明治海運,神戸市中央区明石町３２番地,有,スタンダード（内国株式）,5100,海運業,12,運輸・物流,3月31日,205099,40153
9119,飯野海運株式会社,イイノカイウンカブシキガイシャ,"IINO KAIUN KAISHA, LTD.",飯野海運,千代田区内幸町二丁目１番１号,有,プライム（内国株式）,5100,海運業,12,運輸・物流,3月31日,245611,88916
9127,玉井商船株式会社,タマイショウセンカブシキガイシャ,"TAMAI STEAMSHIP CO., LTD.",玉井商船,港区芝浦三丁目２番１６号,有,スタンダード（内国株式）,5100,海運業,12,運輸・物流,3月31日,10853,4723
9130,共栄タンカー株式会社,キョウエイタンカーカブシキガイシャ,"KYOEI TANKER CO., LTD.",共栄タンカー,港区三田三丁目２番６号,有,スタンダード（内国株式）,5100,海運業,12,運輸・物流,3月31日,68869,11670
9142,九州旅客鉄道株式会社,キュウシュウリョカクテツドウカブシキカイシャ,Kyushu Railway Company,九州旅客鉄道,福岡市博多区博多駅前三丁目２５番２１号,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,891379,293914
9143,ＳＧホールディングス株式会社,エスジーホールディングスカブシキガイシャ,"SG Holdings Co., Ltd.",ＳＧホールディングス,京都市南区上鳥羽角田町６８番地,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,3月31日,790259,1312085
9145,株式会社ビーイングホールディングス,ガブシキカイシャビーイングホールディングス,,ビーイングホールディングス,金沢市専光寺町レ３番地１８,有,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,12月末日,14088,20029
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス株式会社,ニッポンエクスプレスホールディングスカブシキカイシャ,"NIPPON EXPRESS HOLDINGS, INC.",ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,千代田区神田和泉町２番地,有,プライム（内国株式）,5050,陸運業,12,運輸・物流,12月31日,0,0
9171,栗林商船株式会社,クリバヤシショウセンカブシキガイシャ,"kuribayashi steamship co.,ltd.",栗林商船,千代田区大手町二丁目２番１号,有,スタンダード（内国株式）,5100,海運業,12,運輸・物流,3月31日,68834,41498
