コード,会社名,会社名（カナ）,会社名（英語）,銘柄名,所在地,連結の有無,市場,33業種コード,33業種区分,17業種コード,17業種区分,決算日,総資産（百万）,売上高（百万）
4495,株式会社アイキューブドシステムズ,カブシキガイシャアイキューブドシステムズ,"i3 Systems, Inc.",アイキューブドシステムズ,福岡市中央区天神四丁目１番３７号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月末日,2830,2029
4496,株式会社コマースＯｎｅホールディングス,カブシキガイシャコマースワンホールディングス,Commerce One Holdings Inc.,コマースＯｎｅホールディングス,千代田区四番町６番地東急番町ビル,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,2592,2520
4498,サイバートラスト株式会社,サイバートラストカブシキガイシャ,,サイバートラスト,港区六本木一丁目９号１０番　アークヒルズ仙石山森タワー３５階,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,5851,4895
4499,株式会社Ｓｐｅｅｅ,カブシキカイシャスピー,"Speee, Inc.",Ｓｐｅｅｅ,港区六本木四丁目１番４号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,7604,12692
4502,武田薬品工業株式会社,タケダヤクヒンコウギョウカブシキカイシャ,Takeda Pharmaceutical Company Limited,武田薬品工業,大阪市中央区道修町四丁目１番１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,12912293,3197812
4503,アステラス製薬株式会社,アステラスセイヤクカブシキガイシャ,Astellas Pharma Inc.,アステラス製薬,中央区日本橋本町二丁目５番１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,2273628,1249528
4506,住友ファーマ株式会社,スミトモファーマカブシキガイシャ,"Sumitomo Pharma Co., Ltd.",住友ファーマ,大阪市中央区道修町２丁目６番８号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,1308127,515952
4507,塩野義製薬株式会社,シオノギセイヤクカブシキガイシャ,"Shionogi & Co.,Ltd.",塩野義製薬,大阪市中央区道修町３丁目１番８号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,998992,297177
4512,わかもと製薬株式会社,ワカモトセイヤクカブシキガイシャ,"WAKAMOTO PHARMACEUTICAL CO.,LTD.",わかもと製薬,中央区日本橋本町二丁目２番２号,有,スタンダード（内国株式）,3250,医薬品,5,医薬品,3月31日,14572,8895
4516,日本新薬株式会社,ニッポンシンヤクカブシキガイシャ,"Nippon Shinyaku Co.,Ltd.",日本新薬,京都市南区吉祥院西ノ庄門口町１４番地,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,197028,121885
4519,中外製薬株式会社,チュウガイセイヤクカブシキガイシャ,"CHUGAI PHARMACEUTICAL CO., LTD.",中外製薬,北区浮間五丁目５番１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,12月31日,1538694,999759
4521,科研製薬株式会社,カケンセイヤクカブシキガイシャ,"KAKEN PHARMACEUTIAL CO., LTD.",科研製薬,文京区本駒込二丁目２８番８号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,163332,74979
4523,エーザイ株式会社,エーザイカブシキガイシャ,"Eisai Co., Ltd.",エーザイ,文京区小石川４丁目６番１０号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,1090009,645942
4524,森下仁丹株式会社,モリシタジンタンカブシキガイシャ,"MORISHITA JINTAN CO.,LTD.",森下仁丹,大阪市中央区玉造一丁目２番４０号,有,スタンダード（内国株式）,3250,医薬品,5,医薬品,3月31日,14446,9429
4526,理研ビタミン株式会社,リケンビタミンカブシキガイシャ,"Riken Vitamin Co., Ltd.",理研ビタミン,千代田区三崎町二丁目９番１８号,有,プライム（内国株式）,3050,食料品,1,食品,3月31日,106535,77722
4527,ロート製薬株式会社,ロートセイヤクカブシキガイシャ,"ROHTO PHARMACEUTICAL CO.,LTD.",ロート製薬,大阪市生野区巽西１丁目８番１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,225790,181287
4528,小野薬品工業株式会社,オノヤクヒンコウギョウカブシキガイシャ,"ONO PHARMACEUTICAL CO., LTD.",小野薬品工業,大阪市中央区道修町二丁目１番５号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,746842,309284
4530,久光製薬株式会社,ヒサミツセイヤクカブシキガイシャ,"HISAMITSU PHARMACEUTICAL CO.,INC.",久光製薬,鳥栖市田代大官町４０８番地,有,プライム（内国株式）,3250,医薬品,5,医薬品,2月末日,299861,114510
4531,有機合成薬品工業株式会社,ユウキゴウセイヤクヒンコウギョウカブシキガイシャ,"YUKI GOSEI KOGYO CO.,LTD.",有機合成薬品工業,中央区日本橋人形町三丁目１０番４号,無,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,20998,11091
4534,持田製薬株式会社,モチダセイヤクカブシキガイシャ,"Mochida Pharmaceutical Co.,Ltd.",持田製薬,新宿区四谷一丁目７番地,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,161791,102995
4536,参天製薬株式会社,サンテンセイヤクカブシキガイシャ,"SANTEN PHARMACEUTICAL CO.,LTD.",参天製薬,大阪市北区大深町４番２０号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,405285,249605
4538,扶桑薬品工業株式会社,フソウヤクヒンコウギョウカブシキガイシャ,"Fuso Pharmaceutical Industries,Ltd.",扶桑薬品工業,大阪市中央区道修町一丁目７番１０号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,69876,49251
4539,日本ケミファ株式会社,ニッポンケミファカブシキガイシャ,"NIPPON CHEMIPHAR CO., LTD.",日本ケミファ,千代田区岩本町二丁目２番３号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,47124,31541
4540,株式会社ツムラ,カブシキガイシャツムラ,TSUMURA & CO.,ツムラ,港区赤坂二丁目１７番１１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,319063,116413
4541,日医工株式会社,ニチイコウカブシキガイシャ,"Nichi-Iko Pharmaceutical Co., Ltd.",日医工,富山市総曲輪一丁目６番２１,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,363572,188218
4543,テルモ株式会社,テルモカブシキガイシャ,TERUMO CORPORATION,テルモ,渋谷区幡ヶ谷二丁目４４番１号,有,プライム（内国株式）,3750,精密機器,9,電機・精密,3月31日,1351192,613842
4544,Ｈ．Ｕ．グループホールディングス株式会社,エイチユーグループホールディングスカブシキガイシャ,"H.U. Group Holdings, Inc.",Ｈ．Ｕ．グループホールディングス,新宿区西新宿二丁目１番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,252751,223016
4547,キッセイ薬品工業株式会社,キッセイヤクヒンコウギョウカブシキガイシャ,"KISSEI PHARMACEUTICAL CO.,LTD.",キッセイ薬品工業,松本市芳野１９番４８号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,268861,69044
4548,生化学工業株式会社,セイカガクコウギョウカブシキガイシャ,SEIKAGAKU CORPORATION,生化学工業,千代田区丸の内一丁目６番１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,69915,27734
4549,栄研化学株式会社,エイケンカガクカブシキガイシャ,"EIKEN CHEMICAL CO.,LTD.",栄研化学,台東区台東四丁目１９番９号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,55685,38667
4550,日水製薬株式会社,ニッスイセイヤクカブシキガイシャ,"Nissui Pharmaceutical  Co.,  Ltd.",日水製薬,台東区上野三丁目２４番６号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,35801,11971
4551,鳥居薬品株式会社,トリイヤクヒンカブシキガイシャ,"TORII PHARMACEUTICAL CO., LTD.",鳥居薬品,中央区日本橋本町三丁目４番１号,無,プライム（内国株式）,3250,医薬品,5,医薬品,12月31日,130810,46987
4552,ＪＣＲファーマ株式会社,ジェーシーアールファーマカブシキガイシャ,"JCR Pharmaceuticals Co.,Ltd.",ＪＣＲファーマ,芦屋市春日町３番１９号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,73784,30085
4553,東和薬品株式会社,トウワヤクヒンカブシキガイシャ,"TOWA PHARMACEUTICAL CO.,LTD.",東和薬品,門真市新橋町２番１１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,245668,154900
4554,富士製薬工業株式会社,フジセイヤクコウギョウカブシキガイシャ,"Fuji Pharma Co.,Ltd.",富士製薬工業,千代田区三番町５番地７,無,プライム（内国株式）,3250,医薬品,5,医薬品,9月30日,64239,33990
4556,株式会社カイノス,カブシキガイシャカイノス,"kainos loboratories,inc",カイノス,文京区本郷二丁目３８番１８号,無,スタンダード（内国株式）,3250,医薬品,5,医薬品,3月31日,6962,4257
4558,株式会社中京医薬品,カブシキガイシャチュウキョウイヤクヒン,"CHUKYOIYAKUHIN CO.,LTD.",中京医薬品,半田市亀崎北浦町２丁目１５番地の１,有,スタンダード（内国株式）,3250,医薬品,5,医薬品,3月31日,5172,5827
4559,ゼリア新薬工業株式会社,ゼリアシンヤクコウギョウカブシキガイシャ,"ZERIA PHARMCEUTICAL CO., LTD.",ゼリア新薬工業,中央区日本橋小舟町１０番１１号,無,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,121860,52757
4563,アンジェス株式会社,アンジェス　カブシキガイシャ,"AnGes, Inc.",アンジェス,茨木市彩都あさぎ七丁目７番１５号,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,45455,64
4564,オンコセラピー・サイエンス株式会社,オンコセラピーサイエンスカブシキガイシャ,"OncoTherapy Science, Inc.",オンコセラピー・サイエンス,川崎市高津区坂戸三丁目２番１号,有,グロース（内国株式）,3250,医薬品,5,医薬品,3月31日,3368,332
4565,そーせいグループ株式会社,ソーセイグループカブシキガイシャ,Sosei Group Corporation,そーせいグループ,千代田区麹町２丁目１番地,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,96985,17712
4568,第一三共株式会社,ダイイチサンキョウカブシキガイシャ,"DAIICHI SANKYO COMPANY, LIMITED",第一三共,中央区日本橋本町三丁目５番１号,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,2085178,962516
4569,キョーリン製薬ホールディングス株式会社,キョーリンセイヤクホールディングスカブシキガイシャ,"KYORIN Holdings,Inc.",キョーリン製薬ホールディングス,千代田区神田駿河台四丁目６番地,有,プライム（内国株式）,3250,医薬品,5,医薬品,3月31日,167126,102904
4570,株式会社免疫生物研究所,カブシキガイシャメンエキセイブツケンキュウジョ,"Immuno-Biological Laboratories Co., Ltd.",免疫生物研究所,藤岡市中字東田１０９１番地１,有,グロース（内国株式）,3250,医薬品,5,医薬品,3月31日,1838,602
4571,ナノキャリア株式会社,ナノキャリアカブシキガイシャ,"NanoCarrier Co.,Ltd.",ナノキャリア,中央区京橋一丁目４番１０号,無,グロース（内国株式）,3250,医薬品,5,医薬品,3月31日,7820,313
4572,カルナバイオサイエンス株式会社,カルナバイオサイエンスカブシキガイシャ,"Carna Biosciences, Inc.",カルナバイオサイエンス,神戸市中央区港島南町一丁目５番５号,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月末日,5432,2017
4574,大幸薬品株式会社,タイコウヤクヒンカブシキガイシャ,"TAIKO PHARMACEUTICAL CO., LTD.",大幸薬品,吹田市内本町三丁目３４番１４号,有,プライム（内国株式）,3250,医薬品,5,医薬品,12月31日,22535,11299
4575,株式会社キャンバス,カブシキガイシャキャンバス,"CanBas Co.,Ltd.",キャンバス,沼津市大手町二丁目２番１号,無,グロース（内国株式）,3250,医薬品,5,医薬品,6月末日,1295,108
4576,株式会社デ・ウエスタン・セラピテクス研究所,カブシキガイシャデウエスタンセラピテクスケンキュウジョ,"D.Western Therapeutics Institute, Inc.",デ・ウエスタン・セラピテクス研究所,名古屋市中区錦一丁目１８番１１号,無,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,2462,414
4577,ダイト株式会社,ダイトカブシキガイシャ,"Daito Pharmaceutical Co.,Ltd.",ダイト,富山市八日町３２６番地,有,プライム（内国株式）,3250,医薬品,5,医薬品,5月31日,57739,48714
4578,大塚ホールディングス株式会社,オオツカホールディングスカブシキカイシャ,"Otsuka Holdings Co., Ltd.",大塚ホールディングス,千代田区神田司町２－９,有,プライム（内国株式）,3250,医薬品,5,医薬品,12月31日,2820915,1498276
4579,ラクオリア創薬株式会社,ラクオリアソウヤクカブシキカイシャ,RaQualia Pharma Inc.,ラクオリア創薬,名古屋市中村区名駅南一丁目２１番１９号,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,5234,2776
4581,大正製薬ホールディングス株式会社,タイショウセイヤクホールディングスカブシキガイシャ,"TAISHO PHARMACEUTICAL HOLDINGS CO., LTD.",大正製薬ホールディングス,豊島区高田三丁目２４番１号,有,スタンダード（内国株式）,3250,医薬品,5,医薬品,3月31日,876923,281980
4582,シンバイオ製薬株式会社,シンバイオセイヤクカブシキガイシャ,SymBio Pharmaceuticals Limited,シンバイオ製薬,港区虎ノ門三丁目２番２号,無,グロース（内国株式）,3250,医薬品,5,医薬品,12月末日,8452,8256
4583,株式会社カイオム・バイオサイエンス,カブシキガイシャカイオムバイオサイエンス,Chiome Bioscience Inc.,カイオム・バイオサイエンス,渋谷区本町三丁目１２番１号,無,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,2339,712
4584,キッズウェル・バイオ株式会社,キッズウェルバイオカブシキガイシャ,Kidswell Bio Corporation,キッズウェル・バイオ,中央区新川一丁目２番１２号,有,グロース（内国株式）,3250,医薬品,5,医薬品,3月31日,3933,996
4586,株式会社メドレックス,カブシキガイシャメドレックス,,メドレックス,東かがわ市西山４３１番地７,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,2108,8
4587,ペプチドリーム株式会社,ペプチドリームカブシキガイシャ,PeptiDream Inc.,ペプチドリーム,川崎市川崎区殿町三丁目２５番２３号,無,プライム（内国株式）,3250,医薬品,5,医薬品,12月31日,26619,9365
4588,オンコリスバイオファーマ株式会社,オンコリスバイオファーマカブシキカイシャ,Oncolys BioPharma Inc.,オンコリスバイオファーマ,港区虎ノ門４－１－２８虎ノ門タワーズオフィス１０階,無,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,4291,642
4591,株式会社リボミック,カブシキガイシャリボミック,RIBOMIC Inc.,リボミック,港区白金台３－１６－１３　白金台ウスイビル６階,無,グロース（内国株式）,3250,医薬品,5,医薬品,3月31日,6119,91
4592,サンバイオ株式会社,サンバイオカブシキガイシャ,SanBio Company Limited,サンバイオ,中央区明石町８番１号,有,グロース（内国株式）,3250,医薬品,5,医薬品,1月末日,13343,
4593,株式会社ヘリオス,カブシキガイシャヘリオス,HEALIOS K.K.,ヘリオス,千代田区有楽町一丁目７番１号,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月末日,23971,41
4594,ブライトパス・バイオ株式会社,ブライトパスバイオカブシキガイシャ,"BrightPath Biotherapeutics Co., Ltd.",ブライトパス・バイオ,川崎市川崎区殿町三丁目２５番２２号,無,グロース（内国株式）,3250,医薬品,5,医薬品,3月31日,3749,2
4595,株式会社ミズホメディー,カブシキガイシャミズホメディー,"MIZUHO MEDY CO.,LTD.",ミズホメディー,鳥栖市藤木町５番地の４,無,スタンダード（内国株式）,3250,医薬品,5,医薬品,12月31日,12192,13137
4596,窪田製薬ホールディングス株式会社,クボタセイヤクホールディングスカブシキカイシャ,"Kubota Pharmaceutical Holdings Co., Ltd.",窪田製薬ホールディングス,千代田区霞が関３丁目７番１号,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,4832,
4597,ソレイジア・ファーマ株式会社,ソレイジア　ファーマカブシキカイシャ,,ソレイジア・ファーマ,港区芝公園二丁目１１番１号,有,グロース（内国株式）,3250,医薬品,5,医薬品,12月31日,3144,559
4598,ＤｅｌｔａーＦｌｙ　Ｐｈａｒｍａ株式会社,デルタフライファーマカブシキカイシャ,"Delta-Fly Pharma, Inc.",Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,徳島市川内町宮島錦野３７番地の５,無,グロース（内国株式）,3250,医薬品,5,医薬品,3月31日,2161,300
4599,株式会社ステムリム,カブシキガイシャステムリム,StemRIM Inc.,ステムリム,茨木市彩都あさぎ７丁目７番１５号,無,グロース（内国株式）,3250,医薬品,5,医薬品,7月31日,10909,1400
4611,大日本塗料株式会社,ダイニッポントリョウカブシキガイシャ,"Dai Nippon Toryo Company, Limited",大日本塗料,大阪市中央区南船場１－１８－１１,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,85765,63160
4612,日本ペイントホールディングス株式会社,ニッポンペイントホールディングスカブシキガイシャ,"NIPPON PAINT HOLDINGS CO.,LTD.",日本ペイントホールディングス,大阪市北区大淀北２－１－２,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,1955083,998276
4613,関西ペイント株式会社,カンサイペイントカブシキガイシャ,"KANSAI PAINT CO.,LTD.",関西ペイント,尼崎市神崎町３３番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,606580,364620
4615,神東塗料株式会社,シントウトリョウカブシキガイシャ,"SHINTO PAINT COMPANY, LIMITED",神東塗料,尼崎市南塚口町六丁目１０番７３号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,33719,20193
4616,川上塗料株式会社,カワカミトリョウカブシキガイシャ,"KAWAKAMI PAINT MANUFACTURING CO.,LTD.",川上塗料,尼崎市塚口本町２丁目４１番１号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,11月30日,7649,5312
4617,中国塗料株式会社,チュウゴクトリョウカブシキガイシャ,"CHUGOKU MARINE PAINTS,LTD.",中国塗料,大竹市明治新開１番７,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,105170,82442
4619,日本特殊塗料株式会社,ニホントクシュトリョウカブシキガイシャ,"Nihon Tokushu Toryo Co., Ltd.",日本特殊塗料,北区王子三丁目２３番２号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,75502,48004
4620,藤倉化成株式会社,フジクラカセイカブシキガイシャ,"FUJIKURA KASEI CO,.LTD.",藤倉化成,板橋区蓮根三丁目２０番７号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,53795,49498
4621,ロックペイント株式会社,ロックペイントカブシキガイシャ,"ROCK PAINT CO.,LTD.",ロックペイント,大阪市西淀川区姫島３丁目１番４７号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,46994,23374
4623,株式会社アサヒペン,カブシキガイシャアサヒペン,ASAHIPEN CORPORATION,アサヒペン,大阪市鶴見区鶴見４丁目１番１２号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,19666,15845
4624,イサム塗料株式会社,イサムトリョウカブシキガイシャ,"Isamu Paint co., Ltd.",イサム塗料,大阪市福島区鷺洲２丁目１５番２４号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,18941,7158
4625,アトミクス株式会社,アトミクスカブシキガイシャ,"ATOMIX CO., LTD.",アトミクス,板橋区舟渡３丁目９番６号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,14547,11122
4626,太陽ホールディングス株式会社,タイヨウホールディングスカブシキガイシャ,"TAIYO HOLDINGS CO., LTD.",太陽ホールディングス,比企郡嵐山町大字大蔵３８８番地,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,179001,80991
4627,ナトコ株式会社,ナトコカブシキガイシャ,"NATOCO CO.,LTD.",ナトコ,みよし市打越町生賀山１８番地,有,スタンダード（内国株式）,3200,化学,4,素材・化学,10月31日,26280,19046
4628,エスケー化研株式会社,エスケーカケンカブシキガイシャ,"SK KAKEN CO.,LTD.",エスケー化研,茨木市中穂積三丁目５番２５号,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,144628,85174
4629,大伸化学株式会社,ダイシンカガクカブシキガイシャ,"DAISHIN CHEMICAL CO.,LTD.",大伸化学,港区芝大門１－９－９,無,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,21032,25645
4631,ＤＩＣ株式会社,ディーアイシーカブシキガイシャ,DIC Corporation,ＤＩＣ,板橋区坂下３丁目３５番５８号,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,1071481,855379
4633,サカタインクス株式会社,サカタインクスカブシキガイシャ,SAKATA INX CORPORATION,サカタインクス,大阪市西区江戸堀一丁目２３番３７号,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,166899,181487
4634,東洋インキＳＣホールディングス株式会社,トウヨウインキエスシーホールディングスカブシキガイシャ,"TOYO INK SC HOLDINGS CO., LTD.",東洋インキＳＣホールディングス,中央区京橋二丁目２番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,12月31日,406896,287989
4635,東京インキ株式会社,トウキョウインキカブシキガイシャ,"TOKYO PRINTING INK MFG. CO., LTD.",東京インキ,北区王子１丁目１２番４号ＴＩＣ王子ビル,有,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,45783,38165
4636,株式会社Ｔ＆Ｋ　ＴＯＫＡ,カブシキガイシャティーアンドケイトオカ,"T&K TOKA CO.,LTD.",Ｔ＆Ｋ　ＴＯＫＡ,入間郡三芳町大字竹間沢２８３番地１,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,67435,42205
4641,株式会社アルプス技研,カブシキガイシャアルプスギケン,Altech Corporation,アルプス技研,横浜市西区みなとみらい二丁目３番５号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,12月31日,22545,39261
4642,オリジナル設計株式会社,オリジナルセッケイカブシキガイシャ,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD",オリジナル設計,渋谷区元代々木町３０番１３号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,12月31日,7099,6207
4644,イマジニア株式会社,イマジニアカブシキガイシャ,"Imagineer Co.,Ltd.",イマジニア,新宿区西新宿二丁目７番１号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,12500,7205
4645,株式会社市進ホールディングス,カブシキガイシャイチシンホールディングス,"ICHISHIN HOLDINGS CO., LTD.",市進ホールディングス,市川市八幡２丁目３番１１号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,2月末日,12381,16007
4650,ＳＤエンターテイメント株式会社,エスディーエンターテイメントカブシキガイシャ,"SD ENTERTAINMENT,Inc.",ＳＤエンターテイメント,札幌市白石区南郷通１丁目北８番１号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,6976,3662
4651,株式会社サニックス,カブシキガイシャサニックス,SANIX INCORPORATED,サニックス,福岡市博多区博多駅東２丁目１番２３号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,32940,49416
4653,株式会社ダイオーズ,カブシキガイシャダイオーズ,DAIOHSCORPORATION,ダイオーズ,港区浜松町二丁目４番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,21496,23323
4657,株式会社環境管理センター,カブシキガイシャカンキョウカンリセンター,"ENVIRONMENTAL CONTROL CENTER CO.,LTD.",環境管理センター,八王子市散田町３丁目７番２３号,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,6月30日,4743,4391
4658,日本空調サービス株式会社,ニホンクウチョウサービスカブシキガイシャ,"Nippon Air Conditioning Services Co., Ltd.",日本空調サービス,名古屋市名東区照が丘２３９番２,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,34906,49152
4659,株式会社エイジス,カブシキガイシャエイジス,"AJIS CO.,LTD.",エイジス,千葉市花見川区幕張町四丁目５４４番４,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,24536,27966
4661,株式会社オリエンタルランド,カブシキガイシャオリエンタルランド,"ORIENTAL LAND CO.,LTD.",オリエンタルランド,浦安市舞浜１番地１,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,1040465,170581
4662,株式会社フォーカスシステムズ,カブシキガイシャフォーカスシステムズ,Focus Systems Corporation,フォーカスシステムズ,品川区東五反田二丁目７番８号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,17808,23485
4664,株式会社アール・エス・シー,カブシキガイシャ　アールエスシー,JAPAN RELIANCE SERVICE CORPORATION,アール・エス・シー,豊島区東池袋三丁目１番３号　サンシャインシティ,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,3532,5935
4665,株式会社ダスキン,カブシキガイシャダスキン,"DUSKIN CO.,LTD.",ダスキン,吹田市豊津町１番３３号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,188399,153770
4666,パーク二四株式会社（定款上の商号　パーク２４株式会社）,パークニジュウヨンカブシキガイシャ,"PARK24 Co., Ltd.",パーク２４,品川区西五反田２丁目２０番４号,有,プライム（内国株式）,8050,不動産業,17,不動産,10月31日,319628,251102
4667,アイサンテクノロジー株式会社,アイサンテクノロジーカブシキガイシャ,"AISAN TECHNOLOGY CO.,LTD.",アイサンテクノロジー,名古屋市中区錦三丁目７番１４号　ＡＴビル,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,7160,3589
4668,株式会社明光ネットワークジャパン,カブシキガイシャメイコウネットワークジャパン,"MEIKO NETWORK JAPAN CO.,LTD.",明光ネットワークジャパン,新宿区西新宿７丁目２０番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,8月31日,14649,19039
4671,株式会社ファルコホールディングス,カブシキガイシャファルコホールディングス,"FALCO HOLDINGS Co.,Ltd.",ファルコホールディングス,京都市左京区聖護院蓮華蔵町４４番地３,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,37069,43608
4673,川崎地質株式会社,カワサキチシツカブシキガイシャ,"Kawasaki Geological Engineering Co., Ltd.",川崎地質,港区三田二丁目１１番１５号,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,11月30日,8281,8755
4674,株式会社クレスコ,カブシキガイシャクレスコ,CRESCO LTD.,クレスコ,港区港南２丁目１５番１号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,30342,39706
4676,株式会社フジ・メディア・ホールディングス,カブシキガイシャフジメディアホールディングス,"FUJI MEDIA HOLDINGS, INC.",フジ・メディア・ホールディングス,港区台場二丁目４番８号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,1336042,519941
4678,株式会社　秀英予備校,カブシキガイシャ　シュウエイヨビコウ,"SHUEI YOBIKO Co.,Ltd.",秀英予備校,静岡市葵区鷹匠二丁目７番１号,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,11082,10816
4679,株式会社　田　谷,カブシキガイシャ　タヤ,"TAYA CO.,Ltd.",田谷,渋谷区千駄ヶ谷五丁目２３番１３号,無,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,4899,6785
4680,株式会社ラウンドワン,カブシキガイシャラウンドワン,ROUND ONE Corporation,ラウンドワン,大阪市中央区難波五丁目１番６０号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,150576,60967
4681,リゾートトラスト株式会社,リゾートトラストカブシキガイシャ,"RESORTTRUST,INC.",リゾートトラスト,名古屋市中区東桜二丁目１８番３１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,407243,167538
4684,株式会社オービック,カブシキガイシャオービック,"OBIC Co.,Ltd.",オービック,中央区京橋二丁目４番１５号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,298257,83862
